opportunity_id,sales_agent_id,product_id,account_id,deal_stage,engage_date,close_date,close_value
QUFCX2MF,27,2,60,Lost,2017-03-18,2017-05-27,0.0
RW13VT8T,14,4,48,Won,2017-03-18,2017-05-11,4995.0
H2IOHZ8R,29,0,,Engaging,2017-03-18,,
5LJ47CVS,29,0,64,Lost,2017-03-18,2017-06-22,0.0
87XTACKH,5,5,3,Won,2017-03-18,2017-05-26,1137.0
0Z2CQ0MQ,31,0,64,Won,2017-03-18,2017-03-28,453.0
4SK6YLB0,31,5,35,Won,2017-03-18,2017-05-27,1065.0
EVVX3PQ5,31,1,63,Won,2017-03-18,2017-05-04,4373.0
9Y3JDP1B,31,3,45,Won,2017-03-18,2017-06-19,2560.0
ACB3QZAY,30,1,63,Lost,2017-03-18,2017-06-04,0.0
COWC9H9T,26,5,33,Won,2017-03-18,2017-03-31,1171.0
ZTHMJWYZ,26,2,43,Won,2017-03-18,2017-06-22,53.0
MMGWAWBA,6,4,72,Won,2017-03-18,2017-06-02,6553.0
8LPO6YCO,6,3,2,Won,2017-03-18,2017-05-07,3542.0
I7MDOGGU,33,0,,Engaging,2017-03-18,,
CDUIUYY2,4,3,22,Won,2017-03-18,2017-06-11,3619.0
10IY4PV4,24,3,,Engaging,2017-03-18,,
A1TDRYHZ,13,3,56,Engaging,2017-03-18,,
2JY9SQ2L,23,2,,Engaging,2017-03-18,,
9328IHHL,15,3,6,Won,2017-03-18,2017-05-18,3589.0
ZFB7CBR6,32,4,53,Won,2017-03-18,2017-05-13,6262.0
3N3RAHXR,18,5,49,Engaging,2017-03-19,,
6RJE18RW,18,5,0,Won,2017-03-19,2017-03-24,1161.0
GK86H0SK,18,1,73,Won,2017-03-19,2017-03-28,4975.0
QXU90OP8,12,0,83,Won,2017-03-19,2017-03-22,586.0
NXXSU27K,12,2,70,Won,2017-03-19,2017-03-25,41.0
RACLHBXN,17,5,,Engaging,2017-03-19,,
06YL7WVJ,9,5,58,Won,2017-03-19,2017-03-21,929.0
K4Y8R0FX,9,2,67,Won,2017-03-19,2017-06-04,65.0
F8O0IY28,19,0,81,Won,2017-03-19,2017-03-30,574.0
8T8J06EL,7,1,11,Lost,2017-03-19,2017-06-26,0.0
3AE6GW2D,7,1,67,Lost,2017-03-19,2017-05-09,0.0
T0SEVT4K,25,3,45,Won,2017-03-19,2017-06-16,3028.0
36VPT9RZ,29,0,63,Won,2017-03-19,2017-03-26,403.0
R2RL1Y49,31,0,64,Lost,2017-03-19,2017-05-16,0.0
7Q7SA3EK,31,3,41,Won,2017-03-19,2017-06-07,3290.0
THKCN7HU,30,0,,Engaging,2017-03-19,,
6JI36HIE,30,3,64,Lost,2017-03-19,2017-06-23,0.0
B5CBSTM5,30,3,30,Won,2017-03-19,2017-03-29,3550.0
SNBYNW8H,4,3,56,Won,2017-03-19,2017-06-23,3657.0
IEN6RBZI,20,5,83,Won,2017-03-19,2017-06-24,1046.0
9P026O47,2,2,75,Won,2017-03-19,2017-05-27,50.0
AJLNEUVY,2,3,24,Won,2017-03-19,2017-03-27,2871.0
LJIAOC0Q,11,2,4,Won,2017-03-19,2017-06-04,52.0
PD2198ZH,32,1,,Engaging,2017-03-19,,
2BYD4WQ7,0,2,24,Lost,2017-03-20,2017-05-19,0.0
HP6DSCMH,21,0,41,Won,2017-03-20,2017-06-12,564.0
FM4S93O6,18,4,19,Lost,2017-03-20,2017-05-23,0.0
ALHQU8W8,12,0,53,Engaging,2017-03-20,,
GGPSSI5Q,17,3,25,Won,2017-03-20,2017-06-02,3780.0
4D95LU0H,9,0,14,Won,2017-03-20,2017-06-24,491.0
KA79LTFF,9,0,18,Won,2017-03-20,2017-03-30,604.0
OBBVVO9O,27,6,63,Lost,2017-03-20,2017-05-27,0.0
83HX5CIJ,31,0,64,Lost,2017-03-20,2017-03-23,0.0
SGV1FR3O,31,0,9,Won,2017-03-20,2017-06-23,568.0
TJ6U9HZ3,30,0,63,Won,2017-03-20,2017-06-24,601.0
K72CEXGZ,33,5,,Engaging,2017-03-20,,
1N99TLIA,33,3,5,Lost,2017-03-20,2017-06-02,0.0
JYE2QFGE,8,4,27,Won,2017-03-20,2017-05-06,5616.0
IEOMRMWW,20,1,83,Lost,2017-03-20,2017-06-28,0.0
ZW7N89K3,24,1,21,Lost,2017-03-20,2017-05-18,0.0
MIU04JC2,2,2,14,Lost,2017-03-20,2017-06-21,0.0
VF2OKZY5,23,3,60,Lost,2017-03-20,2017-06-12,0.0
QSBKLWSW,11,0,52,Won,2017-03-20,2017-06-29,542.0
0GTJE2VQ,15,0,26,Won,2017-03-20,2017-06-14,497.0
H91G4MYP,32,1,40,Won,2017-03-20,2017-05-22,5443.0
DDBH2FPP,0,5,56,Won,2017-03-21,2017-06-16,1037.0
P1SGQODJ,21,5,56,Engaging,2017-03-21,,
N8F2PFQP,21,5,1,Won,2017-03-21,2017-04-03,992.0
WELHHO3U,1,5,65,Won,2017-03-21,2017-03-30,966.0
CUAYGT78,17,3,83,Lost,2017-03-21,2017-06-26,0.0
9KDR9PQX,14,4,74,Lost,2017-03-21,2017-04-01,0.0
8A5HA974,5,0,75,Lost,2017-03-21,2017-04-01,0.0
M1L0IWB6,5,3,58,Won,2017-03-21,2017-05-11,3232.0
I2U6MKUT,20,0,25,Won,2017-03-21,2017-05-29,548.0
5C8HCDXT,15,3,,Engaging,2017-03-21,,
RK6UFTI8,15,3,55,Lost,2017-03-21,2017-03-26,0.0
ECOU1XXZ,0,2,58,Won,2017-03-22,2017-05-30,52.0
9FPDDSIJ,18,1,,Engaging,2017-03-22,,
4RDJBBB6,17,2,,Engaging,2017-03-22,,
OTDDPHWJ,9,1,27,Lost,2017-03-22,2017-05-28,0.0
20N9WSRC,9,1,28,Lost,2017-03-22,2017-05-23,0.0
IJ4GXGCU,9,1,38,Won,2017-03-22,2017-03-30,5109.0
GZCWM6GK,27,2,66,Engaging,2017-03-22,,
U0G8KIPB,7,2,10,Won,2017-03-22,2017-06-21,49.0
2YVVZN5L,5,5,44,Lost,2017-03-22,2017-05-03,0.0
3JUL12VK,31,0,,Engaging,2017-03-22,,
TGW7OYMD,31,0,41,Won,2017-03-22,2017-06-25,447.0
XJ9RQU4K,3,3,38,Won,2017-03-22,2017-06-14,3430.0
9Y85N0W5,26,3,,Engaging,2017-03-22,,
4TRMURKI,8,0,11,Lost,2017-03-22,2017-06-18,0.0
TJXY9DQG,20,3,17,Won,2017-03-22,2017-06-10,3245.0
DV9ZB9KL,2,0,3,Lost,2017-03-22,2017-03-27,0.0
J712QVSG,2,2,58,Won,2017-03-22,2017-03-26,61.0
LCBVIPRA,23,2,30,Won,2017-03-22,2017-06-29,60.0
8GE7FY98,11,1,,Engaging,2017-03-22,,
88R08IL1,11,2,41,Lost,2017-03-22,2017-04-01,0.0
4U9D1IZ5,32,0,,Engaging,2017-03-22,,
WNMF0OHM,0,4,14,Won,2017-03-23,2017-04-01,5060.0
I0D1O3GX,21,0,77,Lost,2017-03-23,2017-04-01,0.0
PO158L29,18,0,5,Engaging,2017-03-23,,
7LNGJB3S,18,0,41,Won,2017-03-23,2017-04-01,585.0
AVD2WQZY,12,1,68,Lost,2017-03-23,2017-06-11,0.0
UD9V38LV,19,1,1,Lost,2017-03-23,2017-05-19,0.0
JMTO8BPQ,7,1,35,Lost,2017-03-23,2017-04-03,0.0
06YBVWXZ,31,1,11,Lost,2017-03-23,2017-04-03,0.0
ODGKZEVV,30,1,,Engaging,2017-03-23,,
1VCAS7FL,3,2,11,Lost,2017-03-23,2017-04-05,0.0
G2TASA8C,3,2,18,Lost,2017-03-23,2017-06-15,0.0
CRW2CCMB,26,0,49,Won,2017-03-23,2017-06-05,572.0
7FER10E1,26,2,30,Won,2017-03-23,2017-06-08,54.0
K96NUCWR,4,0,18,Lost,2017-03-23,2017-04-01,0.0
SE609QTE,2,2,65,Won,2017-03-23,2017-05-05,60.0
CT9XECID,2,3,84,Won,2017-03-23,2017-04-01,3251.0
SUO8VZQ8,23,4,46,Won,2017-03-23,2017-06-14,5930.0
9LX9MAPU,11,5,48,Won,2017-03-23,2017-04-01,941.0
PHP5V833,0,0,8,Lost,2017-03-24,2017-05-18,0.0
7XEB6TFB,0,2,61,Won,2017-03-24,2017-06-06,56.0
KV9LW061,0,3,10,Won,2017-03-24,2017-04-04,3445.0
M41NS5DN,18,4,,Engaging,2017-03-24,,
QIHWKCFK,18,3,63,Engaging,2017-03-24,,
8RZ1A49O,1,2,3,Won,2017-03-24,2017-03-31,54.0
GEJLL5L3,12,0,,Engaging,2017-03-24,,
V4EKF9RF,12,3,48,Won,2017-03-24,2017-03-31,3498.0
VJ1EK4A3,17,0,74,Won,2017-03-24,2017-04-02,540.0
65B8HSTW,17,1,26,Won,2017-03-24,2017-04-02,4986.0
KIJB458K,9,4,71,Lost,2017-03-24,2017-04-03,0.0
8PHJ7N4E,9,4,15,Won,2017-03-24,2017-05-15,5214.0
EDAJ0YEW,9,1,38,Won,2017-03-24,2017-03-30,4794.0
KMB8TJ0I,25,3,,Engaging,2017-03-24,,
9X5HUUJ5,29,5,41,Lost,2017-03-24,2017-04-02,0.0
CR6ZLEWC,30,4,,Engaging,2017-03-24,,
21S1ETXM,30,5,60,Lost,2017-03-24,2017-04-03,0.0
54JFGNXN,3,0,8,Won,2017-03-24,2017-05-27,648.0
WLXPA3LB,3,3,18,Won,2017-03-24,2017-06-30,3040.0
3WQMBMSN,6,5,72,Won,2017-03-24,2017-06-30,1185.0
XIKWT7HM,6,2,22,Won,2017-03-24,2017-03-26,48.0
J9QQVBQX,33,5,40,Lost,2017-03-24,2017-04-01,0.0
I51MJ7PP,33,5,9,Won,2017-03-24,2017-06-30,1021.0
V690FQG4,33,5,60,Won,2017-03-24,2017-05-26,1264.0
OSB9S3PI,4,2,84,Lost,2017-03-24,2017-05-23,0.0
JWRSTAU8,4,0,58,Won,2017-03-24,2017-06-12,503.0
YYAZ4JBY,20,1,25,Won,2017-03-24,2017-04-03,4440.0
8SEGAAT7,2,5,37,Lost,2017-03-24,2017-04-03,0.0
4L36DJTM,2,2,56,Won,2017-03-24,2017-04-02,52.0
YB20NWM1,23,2,,Engaging,2017-03-24,,
7Z3S4XV9,23,0,43,Lost,2017-03-24,2017-04-03,0.0
SQOW8W0G,11,0,36,Lost,2017-03-24,2017-05-05,0.0
W3LGBNI2,11,2,26,Lost,2017-03-24,2017-04-06,0.0
J2B3UZXA,11,0,26,Won,2017-03-24,2017-03-26,499.0
43LFUTVM,32,4,,Engaging,2017-03-24,,
VH78FLDN,32,1,9,Lost,2017-03-24,2017-04-03,0.0
KZKMLY96,32,5,11,Won,2017-03-24,2017-03-29,1159.0
9BGKQZ3H,0,2,15,Lost,2017-03-25,2017-04-03,0.0
H6NJKV4F,21,4,1,Won,2017-03-25,2017-05-20,5479.0
CMS1HUGL,18,3,,Engaging,2017-03-25,,
6R6S91WE,17,1,,Engaging,2017-03-25,,
L69Q015M,17,1,83,Won,2017-03-25,2017-05-19,4555.0
RX3F3VIU,9,2,35,Lost,2017-03-25,2017-04-02,0.0
R5I9AAFG,27,2,20,Lost,2017-03-25,2017-05-25,0.0
JQ3HJFNA,14,5,36,Won,2017-03-25,2017-03-28,1026.0
XCC1C1GG,7,0,65,Won,2017-03-25,2017-04-03,503.0
WI1HQSIS,7,5,67,Won,2017-03-25,2017-06-14,1144.0
LCTI4CFV,7,2,27,Won,2017-03-25,2017-06-16,55.0
3T64Z7DB,31,0,,Engaging,2017-03-25,,
3F2ZPCSL,30,5,,Engaging,2017-03-25,,
8GMDSXYY,26,3,41,Won,2017-03-25,2017-04-06,3181.0
QLTDWAEM,6,2,61,Won,2017-03-25,2017-06-19,54.0
XFB1VXQY,33,3,,Engaging,2017-03-25,,
UB8M6I5R,33,1,63,Won,2017-03-25,2017-06-30,3959.0
EBTJPEEY,8,0,67,Won,2017-03-25,2017-05-31,571.0
ATW70WX1,20,1,17,Lost,2017-03-25,2017-04-05,0.0
9DBMY3OF,23,0,41,Lost,2017-03-25,2017-04-04,0.0
HRV9DSYF,23,0,5,Won,2017-03-25,2017-04-03,545.0
MNC7Q3JJ,23,0,45,Won,2017-03-25,2017-06-21,554.0
TJ03NDNX,11,3,39,Engaging,2017-03-25,,
E3WWC6FJ,11,2,79,Won,2017-03-25,2017-04-02,68.0
QKKZQJ46,11,2,81,Won,2017-03-25,2017-06-16,52.0
VRYR5A81,15,0,22,Engaging,2017-03-25,,
M52B4VC5,0,2,28,Lost,2017-03-26,2017-04-04,0.0
Z72Y3C3C,0,2,18,Won,2017-03-26,2017-04-04,54.0
FQPPZ9NQ,18,3,19,Won,2017-03-26,2017-05-25,3822.0
DUHS8KVY,17,5,70,Won,2017-03-26,2017-04-05,971.0
M72CT8RN,17,4,19,Won,2017-03-26,2017-04-05,6024.0
XBFTCRLN,9,1,65,Won,2017-03-26,2017-04-04,4820.0
3ZILMRQK,19,4,42,Lost,2017-03-26,2017-05-28,0.0
FZ72CGOI,14,1,55,Lost,2017-03-26,2017-06-25,0.0
72HZ4LDT,14,3,25,Won,2017-03-26,2017-04-02,2940.0
J6OQS0AU,25,3,,Engaging,2017-03-26,,
4X3LNCWH,25,2,16,Won,2017-03-26,2017-04-04,49.0
97PFKCPG,29,1,,Engaging,2017-03-26,,
FB9M4FR7,29,2,,Engaging,2017-03-26,,
CMPFB2PS,5,0,12,Lost,2017-03-26,2017-04-02,0.0
61HW4ELT,31,5,23,Lost,2017-03-26,2017-05-31,0.0
F481S8G3,31,0,40,Won,2017-03-26,2017-05-22,545.0
5G4I94TF,30,4,66,Engaging,2017-03-26,,
677XNEFB,26,2,78,Won,2017-03-26,2017-06-18,58.0
7L0S5EON,6,3,67,Lost,2017-03-26,2017-04-03,0.0
A3D8MRDX,8,1,18,Won,2017-03-26,2017-05-12,4280.0
YE6R6I1K,20,3,73,Won,2017-03-26,2017-05-29,2880.0
JXUXBANJ,24,6,78,Won,2017-03-26,2017-04-05,25288.0
UWPUJESS,2,2,35,Lost,2017-03-26,2017-05-25,0.0
HSTXUOVW,23,2,34,Lost,2017-03-26,2017-05-06,0.0
2ZT298DY,32,0,31,Lost,2017-03-26,2017-04-04,0.0
Z769EPTS,32,0,35,Lost,2017-03-26,2017-05-14,0.0
GOIVV4OG,1,3,84,Won,2017-03-27,2017-05-29,3267.0
CJOU1RYX,17,4,1,Won,2017-03-27,2017-06-09,5182.0
5OVTFUNQ,9,1,8,Lost,2017-03-27,2017-04-05,0.0
0RNYAI6O,9,2,66,Lost,2017-03-27,2017-04-07,0.0
NSI9TMQ1,14,1,81,Lost,2017-03-27,2017-05-31,0.0
2QQD7411,29,0,78,Won,2017-03-27,2017-05-25,540.0
XR57MBVC,29,3,23,Won,2017-03-27,2017-05-01,3492.0
8BY9YRL9,5,4,14,Won,2017-03-27,2017-06-26,5991.0
7PWQUE7O,26,0,46,Lost,2017-03-27,2017-04-02,0.0
ELCQKUQU,26,3,43,Lost,2017-03-27,2017-04-06,0.0
CVPH0J04,26,1,69,Won,2017-03-27,2017-06-26,4968.0
H8CLNRM2,33,1,43,Won,2017-03-27,2017-05-26,5006.0
MJBD6V39,4,2,12,Lost,2017-03-27,2017-05-01,0.0
GQQ01OO5,20,4,83,Lost,2017-03-27,2017-05-15,0.0
B85LVFR1,20,1,48,Won,2017-03-27,2017-04-05,5363.0
U8XA7JCO,2,2,14,Won,2017-03-27,2017-06-28,49.0
0QPZIIPF,23,5,19,Engaging,2017-03-27,,
2GR73FEV,32,5,20,Lost,2017-03-27,2017-04-03,0.0
AV4ZPXE3,32,3,16,Won,2017-03-27,2017-04-03,4253.0
X8QV83G1,0,2,10,Lost,2017-03-28,2017-04-08,0.0
T1ZYZ70B,0,2,10,Lost,2017-03-28,2017-06-08,0.0
RO6QLRCX,18,0,55,Won,2017-03-28,2017-05-30,422.0
6FT804V9,1,0,35,Lost,2017-03-28,2017-04-06,0.0
SKTAI2GS,1,5,10,Won,2017-03-28,2017-04-08,1056.0
YIGSYPWD,12,1,4,Lost,2017-03-28,2017-04-07,0.0
9IP0C0IR,12,1,25,Lost,2017-03-28,2017-05-28,0.0
E06J9PDT,9,1,18,Lost,2017-03-28,2017-04-06,0.0
3OLESA9M,9,3,37,Lost,2017-03-28,2017-04-03,0.0
3O7PIS8O,9,3,75,Won,2017-03-28,2017-04-09,3665.0
FAV4HHP4,19,1,17,Won,2017-03-28,2017-06-03,4329.0
LOMFB71Q,7,2,22,Lost,2017-03-28,2017-04-03,0.0
C334XDK8,25,2,31,Won,2017-03-28,2017-04-08,58.0
R707GGNA,29,4,78,Won,2017-03-28,2017-06-26,7356.0
EP81D4IN,29,1,20,Won,2017-03-28,2017-06-25,4066.0
UWZ7DFKY,3,2,11,Won,2017-03-28,2017-06-06,55.0
7SH51ME1,26,3,82,Won,2017-03-28,2017-06-27,3738.0
DFFEQ87N,33,2,61,Engaging,2017-03-28,,
QPH1YUAN,33,0,35,Lost,2017-03-28,2017-04-04,0.0
7PV7V1RP,33,3,45,Lost,2017-03-28,2017-05-26,0.0
C2WEF4XH,33,5,78,Won,2017-03-28,2017-05-15,888.0
5G645WYV,4,4,3,Won,2017-03-28,2017-04-07,5447.0
5M3Z5DS4,8,4,28,Won,2017-03-28,2017-04-05,5972.0
CR20TBUT,24,1,9,Won,2017-03-28,2017-04-02,4855.0
M5E8U8HP,13,3,77,Won,2017-03-28,2017-05-29,3395.0
BXK5HGEY,23,2,,Engaging,2017-03-28,,
XXUGTDX7,23,2,,Engaging,2017-03-28,,
LWXHKI88,23,2,,Engaging,2017-03-28,,
9VEB4KWV,11,2,4,Lost,2017-03-28,2017-04-07,0.0
9S7VQ79A,32,5,31,Won,2017-03-28,2017-03-30,1084.0
1MQFYGEE,1,3,37,Won,2017-03-29,2017-06-03,3670.0
4G10PCOZ,17,5,36,Lost,2017-03-29,2017-04-02,0.0
DLZYL69K,17,4,26,Won,2017-03-29,2017-06-02,5304.0
KYQ50DTU,9,4,72,Lost,2017-03-29,2017-04-06,0.0
FRIVBOOA,9,1,12,Won,2017-03-29,2017-06-16,3844.0
7ASDRLM5,19,0,0,Won,2017-03-29,2017-05-11,549.0
0HB6OUIN,7,1,11,Lost,2017-03-29,2017-05-20,0.0
UWK0KA56,7,3,65,Lost,2017-03-29,2017-04-05,0.0
CCVCBR83,5,0,35,Won,2017-03-29,2017-04-05,553.0
I6U62W0R,31,0,,Engaging,2017-03-29,,
SV2VJ3VH,31,5,53,Lost,2017-03-29,2017-05-05,0.0
ASL3FJZP,31,3,21,Won,2017-03-29,2017-04-07,3523.0
EB89ONZN,30,1,24,Engaging,2017-03-29,,
0S4K915N,30,0,43,Lost,2017-03-29,2017-05-20,0.0
8IJOC37Z,30,0,35,Won,2017-03-29,2017-06-28,424.0
28BIO7F9,6,0,44,Won,2017-03-29,2017-06-02,490.0
9B5T5QTA,33,1,43,Lost,2017-03-29,2017-04-04,0.0
9ZDFLOKA,33,2,32,Won,2017-03-29,2017-04-07,48.0
8FXUNDUS,4,3,35,Won,2017-03-29,2017-05-26,3982.0
MLC5KY2R,24,3,23,Lost,2017-03-29,2017-06-11,0.0
98YPUABG,23,4,64,Lost,2017-03-29,2017-04-06,0.0
181X64EU,23,5,31,Won,2017-03-29,2017-04-09,1176.0
XLKL4EI0,15,0,1,Lost,2017-03-29,2017-04-10,0.0
5RUF6451,15,0,42,Won,2017-03-29,2017-04-04,589.0
G67668KN,32,4,63,Lost,2017-03-29,2017-05-16,0.0
4SAUJMOI,21,0,74,Lost,2017-03-30,2017-04-01,0.0
B2H3P25L,21,4,77,Lost,2017-03-30,2017-04-07,0.0
DF19VWL4,18,1,70,Won,2017-03-30,2017-04-06,4276.0
ZIZXHX09,18,3,62,Won,2017-03-30,2017-04-07,3390.0
70GGNRPB,1,0,3,Lost,2017-03-30,2017-04-11,0.0
0VYX8TN3,1,2,14,Lost,2017-03-30,2017-04-09,0.0
JPJ3A9T8,1,0,18,Won,2017-03-30,2017-05-19,541.0
1A86ZD0B,12,4,25,Won,2017-03-30,2017-06-26,5189.0
PMQ4M2UX,17,1,25,Lost,2017-03-30,2017-04-07,0.0
OFQCCQ6I,17,4,77,Won,2017-03-30,2017-06-23,6920.0
3Z2BQVQ7,9,0,11,Lost,2017-03-30,2017-04-01,0.0
57FO8KSQ,9,5,38,Lost,2017-03-30,2017-04-07,0.0
3VQOFPW7,9,3,28,Lost,2017-03-30,2017-05-17,0.0
HMKFBTYR,9,0,3,Won,2017-03-30,2017-06-20,600.0
RMO3I92N,19,5,7,Lost,2017-03-30,2017-04-11,0.0
2AV40FHB,19,1,43,Lost,2017-03-30,2017-04-01,0.0
OUR875IK,19,0,77,Won,2017-03-30,2017-04-06,564.0
LUFY70BU,27,6,31,Lost,2017-03-30,2017-04-04,0.0
1OUHMFJV,14,5,80,Won,2017-03-30,2017-05-31,1037.0
GMNQUFQZ,31,0,35,Won,2017-03-30,2017-04-01,500.0
YWF7W7H8,3,4,35,Won,2017-03-30,2017-04-07,5728.0
120BESB3,26,3,41,Lost,2017-03-30,2017-04-09,0.0
HPSSENGT,6,1,66,Lost,2017-03-30,2017-04-06,0.0
8TXOC3S3,4,3,61,Lost,2017-03-30,2017-04-11,0.0
N55VF08D,4,2,22,Won,2017-03-30,2017-05-20,54.0
265SZR01,24,0,76,Won,2017-03-30,2017-06-19,501.0
NFMCPYOV,13,0,23,Engaging,2017-03-30,,
NKO2JRRS,13,4,73,Won,2017-03-30,2017-04-08,6155.0
WW3NDCO2,13,4,80,Won,2017-03-30,2017-04-08,4668.0
DGPI60HG,2,4,84,Won,2017-03-30,2017-06-09,5017.0
06DUY829,2,2,58,Won,2017-03-30,2017-04-08,59.0
2VDN72EP,23,0,,Engaging,2017-03-30,,
HOG5OE78,23,1,20,Lost,2017-03-30,2017-04-08,0.0
PLM5WEY4,23,3,53,Won,2017-03-30,2017-04-06,3316.0
Z9QZKUV5,32,0,84,Engaging,2017-03-30,,
EWQVZB85,32,4,53,Won,2017-03-30,2017-04-10,6227.0
SFFFNT6B,0,2,72,Lost,2017-03-31,2017-04-07,0.0
99AAJPQN,0,2,11,Won,2017-03-31,2017-06-15,58.0
JW2FHT1G,0,3,14,Won,2017-03-31,2017-04-08,3626.0
08KE6ZQN,21,3,74,Won,2017-03-31,2017-04-01,2819.0
WW1WV7IT,18,1,8,Engaging,2017-03-31,,
0WVCRCOU,18,1,77,Lost,2017-03-31,2017-04-01,0.0
V5QIL0HU,18,1,81,Lost,2017-03-31,2017-04-07,0.0
T0VJ4AMX,12,0,32,Engaging,2017-03-31,,
WLS5J30E,27,2,37,Engaging,2017-03-31,,
F52YEFJ8,7,4,28,Lost,2017-03-31,2017-04-02,0.0
OZDJFUHH,25,5,20,Won,2017-03-31,2017-04-09,901.0
BUPUP2TV,25,3,16,Won,2017-03-31,2017-06-04,3438.0
HTQO5XIW,29,0,21,Won,2017-03-31,2017-04-08,589.0
XCBKZWDX,31,2,54,Lost,2017-03-31,2017-06-20,0.0
W7F056RK,31,1,69,Won,2017-03-31,2017-04-01,5073.0
LIQZNH9U,30,4,,Engaging,2017-03-31,,
P9LE92UR,30,2,,Engaging,2017-03-31,,
9LZICBEV,30,3,35,Lost,2017-03-31,2017-04-01,0.0
YAKIMBKC,30,0,43,Won,2017-03-31,2017-04-02,609.0
FHU2WQ2K,30,2,31,Won,2017-03-31,2017-04-01,55.0
VF651O1V,26,2,20,Lost,2017-03-31,2017-04-12,0.0
ISHAZTWG,33,5,32,Lost,2017-03-31,2017-04-12,0.0
0XIPT9AX,33,4,11,Won,2017-03-31,2017-04-10,5637.0
UURLD9W8,33,4,53,Won,2017-03-31,2017-04-11,5793.0
Y975VCYM,20,2,47,Lost,2017-03-31,2017-04-12,0.0
OPYWK3XE,24,0,40,Lost,2017-03-31,2017-04-05,0.0
2VTBUOXA,24,3,13,Lost,2017-03-31,2017-05-30,0.0
6YEF304L,24,0,35,Won,2017-03-31,2017-04-07,520.0
6AALZVSE,24,3,23,Won,2017-03-31,2017-04-02,4080.0
JF9CTPPZ,2,0,37,Won,2017-03-31,2017-06-30,526.0
LAH7932Y,2,2,61,Won,2017-03-31,2017-05-17,57.0
DOGKQHQP,23,1,,Engaging,2017-03-31,,
CLOSEH5L,23,3,76,Lost,2017-03-31,2017-04-09,0.0
ZT6XPQR0,23,2,78,Won,2017-03-31,2017-06-28,54.0
MUHI7FIM,23,3,69,Won,2017-03-31,2017-04-12,3367.0
G3SJ8X1K,11,3,,Engaging,2017-03-31,,
1WSLRC69,32,0,13,Won,2017-03-31,2017-04-06,430.0
ZZJ4I52J,0,0,35,Won,2017-04-01,2017-05-05,518.0
IGVGV1O5,21,5,73,Lost,2017-04-01,2017-04-12,0.0
JW4Q5F4Z,18,2,,Engaging,2017-04-01,,
O5OCDKVH,12,5,83,Lost,2017-04-01,2017-04-11,0.0
KKRJ6TBY,17,1,60,Engaging,2017-04-01,,
TNUCQKW6,17,1,47,Lost,2017-04-01,2017-04-03,0.0
T4NRIY5R,9,4,3,Won,2017-04-01,2017-04-08,5798.0
5PA21ZHE,9,1,2,Won,2017-04-01,2017-04-10,4685.0
MCR8YCCY,9,3,27,Won,2017-04-01,2017-06-17,3228.0
N4PVP6C0,19,0,36,Lost,2017-04-01,2017-04-03,0.0
8INCUUGJ,27,0,53,Won,2017-04-01,2017-06-22,452.0
CKSNW8DU,7,5,11,Lost,2017-04-01,2017-04-11,0.0
MIY4MF3R,25,3,,Engaging,2017-04-01,,
JFB4WY8C,5,0,18,Won,2017-04-01,2017-04-08,565.0
BP7JRV1O,5,5,75,Won,2017-04-01,2017-06-05,1184.0
OREPAY0O,31,5,34,Won,2017-04-01,2017-06-22,1150.0
YLK0MRJ3,30,0,39,Engaging,2017-04-01,,
XBSZ29VJ,30,5,63,Won,2017-04-01,2017-05-24,1110.0
8BRN98H6,3,3,84,Lost,2017-04-01,2017-04-10,0.0
VZS17M7X,26,3,40,Won,2017-04-01,2017-04-06,3817.0
49USIHDH,6,3,59,Lost,2017-04-01,2017-04-10,0.0
A89TBOY5,4,3,3,Lost,2017-04-01,2017-04-06,0.0
26XU4887,8,0,35,Won,2017-04-01,2017-04-10,531.0
QQTQFG9A,20,4,70,Lost,2017-04-01,2017-04-04,0.0
7O00H1TC,20,3,51,Lost,2017-04-01,2017-04-02,0.0
LGTIXQ46,24,2,5,Won,2017-04-01,2017-04-07,51.0
H6I16U57,13,3,69,Engaging,2017-04-01,,
KJBYGG1S,13,1,48,Won,2017-04-01,2017-05-12,5106.0
IXBUR07V,2,3,27,Lost,2017-04-01,2017-04-13,0.0
B6UWHOD4,2,2,65,Won,2017-04-01,2017-04-02,60.0
20CVXRTX,23,1,42,Engaging,2017-04-01,,
FJ6QV5XK,23,1,78,Lost,2017-04-01,2017-04-09,0.0
4DUMR5WD,15,4,83,Lost,2017-04-01,2017-04-09,0.0
AW3L4BTT,32,5,35,Lost,2017-04-01,2017-04-02,0.0
RH805ELL,32,1,34,Won,2017-04-01,2017-06-29,5079.0
7RI58VF7,0,0,67,Won,2017-04-02,2017-06-20,460.0
VK9KN5PT,21,3,,Engaging,2017-04-02,,
R15SXOZA,21,5,39,Lost,2017-04-02,2017-06-24,0.0
H00Y9555,1,3,15,Won,2017-04-02,2017-04-10,3343.0
RJYMI03Q,12,4,77,Won,2017-04-02,2017-05-28,5125.0
5PJJCTJ9,9,3,3,Won,2017-04-02,2017-04-11,3263.0
J60KKQ4B,27,5,20,Won,2017-04-02,2017-04-08,976.0
X2QRD0DC,14,1,55,Won,2017-04-02,2017-04-09,4746.0
4KIZ9WJ0,7,5,12,Lost,2017-04-02,2017-04-03,0.0
6RQCLF28,7,0,10,Won,2017-04-02,2017-04-11,507.0
